state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
Oregon,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Divorced,Corporate Auto,L3,2,Agent,SUV,Medsize,January,Tuesday
Washington,No,Extended,Bachelor,2011-01-31,Employed,F,Rural,Married,Personal Auto,L3,3,Web,Four-Door Car,Medsize,January,Monday
California,No,Extended,High School or Below,2011-01-11,Employed,M,Suburban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Small,January,Tuesday
California,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Special Auto,L3,1,Agent,Four-Door Car,Medsize,February,Friday
Washington,No,Extended,College,2011-01-22,Employed,M,Urban,Married,Corporate Auto,L3,2,Web,Two-Door Car,Small,January,Saturday
California,No,Basic,High School or Below,2011-02-24,Employed,F,Urban,Single,Special Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
Arizona,No,Basic,College,2011-02-28,Employed,M,Suburban,Divorced,Personal Auto,L1,4,Agent,Four-Door Car,Small,February,Monday
Oregon,No,Extended,College,2011-01-25,Employed,F,Suburban,Married,Corporate Auto,L1,4,Call Center,Four-Door Car,Large,January,Tuesday
Oregon,No,Premium,College,2011-02-26,Employed,M,Urban,Married,Corporate Auto,L3,4,Agent,Sports Car,Small,February,Saturday
Oregon,Yes,Extended,High School or Below,2011-02-19,Disabled,F,Suburban,Married,Special Auto,L3,1,Agent,Two-Door Car,Small,February,Saturday
Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,L3,1,Web,Sports Car,Medsize,January,Sunday
California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Sunday
Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,January,Wednesday
Nevada,No,Basic,High School or Below,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,L1,1,Call Center,Four-Door Car,Small,February,Sunday
Washington,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Personal Auto,L3,2,Branch,Two-Door Car,Small,January,Thursday
Oregon,No,Basic,College,2011-01-17,Disabled,F,Suburban,Married,Personal Auto,L3,2,Call Center,SUV,Small,January,Monday
Oregon,No,Extended,College,2011-01-17,Employed,F,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,January,Monday
Nevada,No,Basic,College,2011-02-24,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,Two-Door Car,Medsize,February,Thursday
Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,L3,2,Agent,Four-Door Car,Medsize,February,Monday
Arizona,No,Basic,High School or Below,2011-02-20,Employed,M,Urban,Married,Corporate Auto,L3,1,Agent,SUV,Small,February,Sunday
California,No,Basic,Bachelor,2011-02-19,Disabled,M,Suburban,Married,Corporate Auto,L1,1,Agent,Four-Door Car,Small,February,Saturday
Arizona,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,L1,1,Call Center,Four-Door Car,Medsize,February,Tuesday
Arizona,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,February,Sunday
Arizona,No,Extended,High School or Below,2011-02-27,Employed,M,Urban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Sunday
Oregon,No,Premium,Bachelor,2011-02-01,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Web,SUV,Small,February,Tuesday
Arizona,No,Basic,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,L3,3,Call Center,Two-Door Car,Medsize,February,Wednesday
California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Small,January,Tuesday
California,No,Basic,Bachelor,2011-02-10,Employed,F,Rural,Married,Personal Auto,L2,1,Web,Four-Door Car,Large,February,Thursday
Washington,No,Extended,College,2011-02-25,Employed,M,Urban,Divorced,Corporate Auto,L1,2,Branch,SUV,Large,February,Friday
Washington,No,Basic,College,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,February,Wednesday
Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Small,February,Friday
Arizona,No,Basic,College,2011-01-14,Employed,F,Rural,Married,Personal Auto,L1,3,Agent,Four-Door Car,Large,January,Friday
Oregon,No,Basic,College,2011-02-14,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,1,Branch,Four-Door Car,Small,February,Monday
California,No,Extended,College,2011-02-03,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,Two-Door Car,Large,February,Thursday
California,No,Extended,College,2011-01-31,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,January,Monday
California,No,Extended,Bachelor,2011-02-15,Disabled,M,Suburban,Divorced,Corporate Auto,L2,3,Agent,Two-Door Car,Medsize,February,Tuesday
Arizona,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Divorced,Personal Auto,L1,4,Agent,Four-Door Car,Medsize,February,Sunday
Arizona,No,Extended,High School or Below,2011-01-21,Unemployed,F,Suburban,Married,Personal Auto,L2,4,Call Center,Four-Door Car,Small,January,Friday
California,No,Basic,Master or above,2011-01-25,Employed,M,Suburban,Married,Personal Auto,L2,1,Call Center,Four-Door Car,Medsize,January,Tuesday
Arizona,No,Premium,High School or Below,2011-02-02,Retired,F,Suburban,Divorced,Personal Auto,L3,3,Web,Two-Door Car,Medsize,February,Wednesday
Arizona,No,Basic,Master or above,2011-02-28,Employed,M,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Monday
Washington,Yes,Basic,College,2011-01-27,Retired,F,Suburban,Divorced,Personal Auto,L3,1,Agent,SUV,Small,January,Thursday
Oregon,No,Extended,Bachelor,2011-02-19,Employed,M,Urban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Large,February,Saturday
Oregon,No,Extended,Bachelor,2011-02-14,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Monday
California,No,Basic,Master or above,2011-01-30,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Small,January,Sunday
Washington,No,Extended,Bachelor,2011-02-09,Employed,M,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Divorced,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
California,No,Basic,College,2011-02-22,Employed,F,Rural,Married,Personal Auto,L1,1,Web,Four-Door Car,Medsize,February,Tuesday
Arizona,No,Basic,College,2011-01-16,Medical Leave,F,Suburban,Divorced,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Wednesday
California,No,Extended,Bachelor,2011-02-22,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Small,February,Tuesday
Oregon,No,Basic,College,2011-01-03,Medical Leave,M,Rural,Married,Corporate Auto,L1,1,Web,Four-Door Car,Medsize,January,Monday
Arizona,No,Extended,Master or above,2011-02-27,Employed,F,Rural,Single,Corporate Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Sunday
Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Small,February,Tuesday
California,No,Extended,College,2011-01-11,Employed,M,Rural,Married,Corporate Auto,L1,4,Agent,Four-Door Car,Medsize,January,Tuesday
Arizona,No,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Call Center,Sports Car,Medsize,January,Friday
Nevada,No,Basic,Master or above,2011-01-26,Medical Leave,F,Rural,Married,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,January,Wednesday
Washington,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,SUV,Medsize,January,Saturday
Oregon,No,Premium,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Wednesday
Arizona,No,Extended,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Agent,Sports Car,Small,February,Friday
Washington,No,Extended,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal Auto,L2,2,Agent,SUV,Medsize,February,Sunday
Oregon,No,Basic,Master or above,2011-02-10,Disabled,M,Rural,Married,Special Auto,L3,1,Web,Two-Door Car,Medsize,February,Thursday
Arizona,No,Premium,College,2011-01-02,Employed,M,Suburban,Divorced,Corporate Auto,L2,1,Branch,Four-Door Car,Medsize,January,Sunday
Arizona,No,Premium,High School or Below,2011-02-10,Employed,F,Rural,Married,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,February,Thursday
Oregon,No,Extended,High School or Below,2011-02-23,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,February,Wednesday
Nevada,No,Extended,College,2011-01-07,Unemployed,M,Urban,Single,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Friday
California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal Auto,L2,4,Web,Two-Door Car,Medsize,January,Friday
Nevada,No,Basic,High School or Below,2011-02-15,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Small,February,Tuesday
Washington,No,Basic,Bachelor,2011-02-24,Employed,M,Suburban,Married,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,February,Thursday
Washington,No,Premium,Bachelor,2011-02-02,Employed,M,Rural,Single,Personal Auto,L2,1,Branch,Two-Door Car,Medsize,February,Wednesday
Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Friday
Arizona,No,Basic,Bachelor,2011-02-28,Employed,F,Suburban,Married,Corporate Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Monday
California,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Thursday
California,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,L1,1,Agent,Sports Car,Medsize,February,Saturday
Washington,No,Basic,College,2011-01-09,Employed,M,Urban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Large,January,Sunday
California,No,Extended,High School or Below,2011-01-08,Employed,M,Urban,Married,Personal Auto,L2,4,Agent,Four-Door Car,Large,January,Saturday
Oregon,No,Extended,Master or above,2011-01-25,Employed,M,Rural,Married,Personal Auto,L3,1,Branch,Luxury Car/SUV,Medsize,January,Tuesday
Arizona,No,Basic,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Web,Four-Door Car,Small,January,Thursday
Oregon,No,Premium,High School or Below,2011-01-12,Disabled,F,Rural,Married,Personal Auto,L2,1,Call Center,Two-Door Car,Large,January,Wednesday
Arizona,No,Basic,Master or above,2011-01-16,Employed,M,Rural,Single,Special Auto,L2,2,Branch,Four-Door Car,Medsize,January,Sunday
Washington,No,Basic,Bachelor,2011-01-13,Unemployed,F,Rural,Married,Special Auto,L2,2,Branch,Four-Door Car,Medsize,January,Thursday
Arizona,No,Basic,College,2011-02-11,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Small,February,Friday
Oregon,No,Premium,High School or Below,2011-01-04,Unemployed,M,Suburban,Divorced,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,January,Tuesday
Nevada,No,Basic,Bachelor,2011-02-28,Employed,M,Rural,Married,Corporate Auto,L3,4,Web,Four-Door Car,Medsize,February,Monday
Oregon,Yes,Basic,High School or Below,2011-02-04,Retired,M,Suburban,Married,Personal Auto,L2,1,Web,Sports Car,Medsize,February,Friday
Washington,No,Basic,College,2011-02-02,Employed,F,Rural,Married,Personal Auto,L1,1,Agent,SUV,Small,February,Wednesday
Washington,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,1,Agent,SUV,Medsize,February,Monday
California,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Married,Corporate Auto,L1,2,Call Center,SUV,Medsize,February,Tuesday
Oregon,No,Extended,College,2011-01-01,Employed,M,Urban,Single,Personal Auto,L3,3,Web,SUV,Medsize,January,Saturday
Oregon,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,February,Monday
California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Corporate Auto,L2,2,Call Center,Four-Door Car,Small,January,Wednesday
Oregon,No,Basic,Bachelor,2011-02-13,Employed,M,Rural,Married,Personal Auto,L2,1,Agent,Four-Door Car,Small,February,Sunday
Oregon,Yes,Basic,High School or Below,2011-01-29,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,January,Saturday
California,No,Basic,High School or Below,2011-02-13,Employed,M,Rural,Married,Corporate Auto,L2,4,Agent,Four-Door Car,Medsize,February,Sunday
Oregon,No,Basic,Master or above,2011-01-22,Employed,F,Urban,Married,Personal Auto,L3,3,Call Center,SUV,Small,January,Saturday
Oregon,No,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Branch,SUV,Medsize,February,Wednesday
Oregon,No,Extended,College,2011-02-18,Employed,F,Rural,Married,Corporate Auto,L3,3,Call Center,SUV,Medsize,February,Friday
California,No,Extended,Bachelor,2011-01-03,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,Two-Door Car,Small,January,Monday
California,No,Extended,Bachelor,2011-01-09,Employed,F,Suburban,Single,Personal Auto,L2,3,Call Center,SUV,Medsize,January,Sunday
California,Yes,Basic,Master or above,2011-01-03,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Large,January,Monday
Arizona,No,Basic,College,2011-02-21,Employed,F,Rural,Married,Corporate Auto,L3,4,Agent,SUV,Small,February,Monday
Oregon,No,Basic,Bachelor,2011-01-09,Unemployed,M,Suburban,Single,Corporate Auto,L3,1,Branch,Four-Door Car,Medsize,January,Sunday
California,No,Basic,College,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Monday
Nevada,No,Extended,High School or Below,2011-02-28,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Web,Four-Door Car,Small,February,Monday
Nevada,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Corporate Auto,L1,2,Web,Four-Door Car,Medsize,February,Sunday
Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Divorced,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Thursday
California,No,Extended,Bachelor,2011-01-22,Employed,M,Suburban,Single,Personal Auto,L1,1,Call Center,Two-Door Car,Medsize,January,Saturday
California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Thursday
California,No,Basic,High School or Below,2011-02-06,Unemployed,F,Suburban,Married,Corporate Auto,L1,3,Web,SUV,Medsize,February,Sunday
California,No,Basic,College,2011-02-02,Employed,F,Suburban,Divorced,Personal Auto,L1,1,Agent,Two-Door Car,Medsize,February,Wednesday
Oregon,No,Extended,High School or Below,2011-02-23,Unemployed,M,Suburban,Married,Personal Auto,L1,4,Call Center,Four-Door Car,Medsize,February,Wednesday
Arizona,No,Basic,College,2011-01-07,Employed,F,Suburban,Married,Personal Auto,L2,1,Call Center,Four-Door Car,Small,January,Friday
Arizona,No,Basic,High School or Below,2011-02-27,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,February,Sunday
California,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Large,January,Friday
California,No,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Corporate Auto,L2,4,Call Center,Four-Door Car,Medsize,February,Friday
Arizona,No,Basic,Bachelor,2011-01-08,Unemployed,F,Rural,Married,Personal Auto,L2,1,Web,Four-Door Car,Medsize,January,Saturday
California,No,Basic,High School or Below,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,L1,3,Branch,SUV,Medsize,January,Saturday
Oregon,No,Basic,High School or Below,2011-02-19,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Saturday
California,No,Basic,High School or Below,2011-02-09,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Wednesday
California,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Saturday
Nevada,No,Basic,Bachelor,2011-01-15,Unemployed,F,Suburban,Single,Personal Auto,L1,2,Branch,Four-Door Car,Large,January,Saturday
Oregon,No,Basic,High School or Below,2011-02-06,Medical Leave,M,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,February,Sunday
Washington,No,Basic,Master or above,2011-02-27,Disabled,M,Urban,Divorced,Personal Auto,L3,4,Web,Four-Door Car,Medsize,February,Sunday
Nevada,No,Extended,Bachelor,2011-01-17,Employed,F,Rural,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Monday
California,No,Premium,College,2011-01-03,Disabled,F,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Monday
California,No,Basic,High School or Below,2011-01-07,Unemployed,F,Suburban,Single,Corporate Auto,L3,1,Call Center,Four-Door Car,Small,January,Friday
Washington,No,Basic,Master or above,2011-01-14,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Two-Door Car,Medsize,January,Friday
Washington,No,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Large,February,Sunday
California,No,Basic,High School or Below,2011-01-01,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Small,January,Saturday
Oregon,No,Basic,Master or above,2011-01-10,Employed,F,Urban,Divorced,Personal Auto,L2,2,Branch,SUV,Medsize,January,Monday
California,No,Premium,High School or Below,2011-01-27,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,January,Thursday
California,No,Basic,Master or above,2011-01-25,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Small,January,Tuesday
Nevada,No,Basic,College,2011-02-11,Unemployed,M,Suburban,Single,Personal Auto,L1,3,Call Center,Four-Door Car,Medsize,February,Friday
Arizona,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal Auto,L1,2,Agent,Four-Door Car,Small,January,Wednesday
California,No,Basic,Bachelor,2011-02-04,Unemployed,F,Suburban,Single,Personal Auto,L2,2,Agent,Sports Car,Large,February,Friday
Oregon,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Wednesday
California,No,Basic,High School or Below,2011-02-20,Medical Leave,M,Suburban,Married,Special Auto,L3,1,Branch,Four-Door Car,Large,February,Sunday
Arizona,No,Extended,Bachelor,2011-02-04,Employed,M,Suburban,Divorced,Corporate Auto,L2,1,Call Center,Four-Door Car,Small,February,Friday
California,No,Premium,College,2011-01-08,Employed,F,Urban,Single,Personal Auto,L3,2,Call Center,SUV,Small,January,Saturday
California,Yes,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Corporate Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Basic,Bachelor,2011-02-07,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Monday
Oregon,Yes,Extended,Master or above,2011-01-10,Employed,F,Rural,Married,Corporate Auto,L2,1,Branch,Four-Door Car,Large,January,Monday
California,Yes,Basic,Bachelor,2011-01-26,Employed,M,Suburban,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,January,Wednesday
California,No,Basic,High School or Below,2011-02-01,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Branch,Sports Car,Medsize,February,Tuesday
Arizona,No,Basic,Bachelor,2011-01-28,Disabled,M,Suburban,Single,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,January,Friday
